GrossAction,GrossAdventure,GrossAnimation,GrossComedy,GrossCrime,GrossDocumentary,GrossDrama,GrossFamily,GrossFantasy,GrossFilm-Noir,GrossHistory,GrossHorror,GrossMusic,GrossMusical,GrossMystery,GrossRomance,GrossSci-Fi,GrossSport,GrossThriller,GrossWar,GrossWestern
,,,,,,,,,,,47679622.61,,,,,,,47679622.61,,
,,,17788411.57,,,,,17788411.57,,,,,,,,,,,,
,,,,,,54245064,,,,,,,,,54245064,,54245064,,,
,,,98429783.72,,,,98429783.72,98429783.72,,,,,,,,,,,,
,,,,,,,,,,,19120753.17,,,19120753.17,,19120753.17,,19120753.17,,
,,,83483192.44,,,83483192.44,,,,,,,,,83483192.44,,83483192.44,,,
271553648,271553648,,,,,271553648,,,,,,,,,271553648,,,,,
41708647.58,,,41708647.58,,,,,,,,,,,,,,,,,
,,,,,,47276007.4,,,,,,47276007.4,,,47276007.4,,,,,
53669799.45,,,,53669799.45,,,,,,,,,,,,,,53669799.45,,
79949809.24,79949809.24,,79949809.24,,,,,,,,,,,,,,,,,
,,,25782782.3,25782782.3,,,,,,,,,,,,,,,,
,,,,16838452,,16838452,,,,,,,,,16838452,,,,,
,,,,,,30755879.3,,,,,,,,,,,,30755879.3,,
,,,37766987.11,37766987.11,,37766987.11,,,,,,,,,,,,37766987.11,,
,,,26302326.85,,,26302326.85,,,,,,,,,26302326.85,,,,,
,,,,,,21240563.06,,,,21240563.06,,,,,,,,21240563.06,,
,,,,,26739462.09,,,,,,,26739462.09,,,,,,,,
,,,,,,19167059.25,,,,,,,,,,,,,,
,,,18887752.19,,,,,,,,,,,,18887752.19,,,,,
,,,,41556998.26,,41556998.26,,,,,,,,,,,,41556998.26,,
,,,,,,,,,,,27994520.37,,,27994520.37,,,,27994520.37,,
,,,54851133.14,,,54851133.14,,,,,,,,,54851133.14,,,,,
,,,73761856.19,,,,73761856.19,73761856.19,,,,,,,,,,,,
,,,26049619.69,,,26049619.69,,,,,,,,,26049619.69,,,,,
,,,33371836.62,,,33371836.62,,33371836.62,,,,,,,,,,,,
,,,,82624813.41,,82624813.41,,,,,,,,,,,,82624813.41,,
,18503743.03,18503743.03,18503743.03,,,,18503743.03,,,,,,,,,,,,,
,194559139.9,194559139.9,,,,,194559139.9,,,,,,,,,,,194559139.9,,
,,,,44397265.4,,44397265.4,,,,,,,,44397265.4,,,,44397265.4,,
90342410.34,,,,,,,,,,,,,,,,90342410.34,,,,
,,,14844747.94,,14844747.94,14844747.94,,,,,,,,,,,,,,
50008970.16,50008970.16,,50008970.16,,,,,,,,,,,,,50008970.16,,50008970.16,,
75184507.82,75184507.82,,,,,,,75184507.82,,,,,,,,75184507.82,,75184507.82,,
,,,,,,63122562.07,,63122562.07,,,,,,,63122562.07,,,,,
,,,35228724.92,,,35228724.92,,,,,,,,,,,,,,
,,,,,,86375169.27,,,,,,,,,,,,,86375169.27,
,,,52393883.27,,,52393883.27,,,,,,,,,52393883.27,,52393883.27,,,
,,,54746275.57,,,54746275.57,54746275.57,,,,,,,,,,,,,
,,,24588144.87,24588144.87,,,,,,,,,,,,,,,,
,,,,,,21997474.63,,,,,,,,,21997474.63,,,21997474.63,,
,,,,,,37756776.92,,,,,,,,37756776.92,,,,,,
78901691.39,,,78901691.39,78901691.39,,78901691.39,,,,,,,,,,,,78901691.39,,
,,,,,,38569514.47,,38569514.47,,,38569514.47,,,,,,,38569514.47,,
,,,15839263.11,,,,,,,,,,,,15839263.11,,,,,
34456073.37,,,34456073.37,34456073.37,,,,,,,,,,,,,,34456073.37,,
,,,,,,30952619.59,30952619.59,,,,,,,,,,30952619.59,,,
,,,28298421.01,,,28298421.01,,,,,,,,,28298421.01,,,,,
,,,,63647798.71,,63647798.71,,,,,,,,63647798.71,,,,63647798.71,,
,,,,,,,,,,,29963174.75,,,,,,,,,
,34575628.14,34575628.14,34575628.14,,,34575628.14,34575628.14,,,,,,34575628.14,,,,,,,
,,,,,,64041591.03,,,,,,,,64041591.03,,64041591.03,,64041591.03,,
44802716.76,,,,,,,,44802716.76,,,44802716.76,,,,,,,,,
,,,56007320.98,,,,,,,,,,,,,56007320.98,,,,
,,,,,,16806821.48,,,,,,,,,16806821.48,,,,,
159613125,159613125,,,,,,,,,,,,,,,,,159613125,,
,,,,,,21050898.24,,,,,,,,,,,,,,
,,,,,,33593201.76,,,,,33593201.76,,,,,33593201.76,,,,
,,,,,,34876084.84,,,,,,,,,,,,,,
,37318188.1,,,,,,,37318188.1,,,37318188.1,,,37318188.1,,,,37318188.1,,
,,,,,,,,,,,24141576.72,,,,,,,24141576.72,,
,140201995.7,140201995.7,140201995.7,,,,140201995.7,140201995.7,,,,,,,,140201995.7,140201995.7,,,
,,,,37046509.36,,37046509.36,,,,,,,,,,,,37046509.36,,
50585190.87,,,,50585190.87,,50585190.87,,,,,,,,,,,,50585190.87,,
,,,,34178638.22,,34178638.22,,,,,,,,,,,,,,
75045576.21,,,,75045576.21,,75045576.21,,,,,,,,,,,,,,75045576.21
,,,16352874.36,,,16352874.36,,,,,,,,,16352874.36,,,,,
,,,20051775.38,,,,,,,,,,,,,,,,,
,,,,,,,,133127043.7,,,133127043.7,,,133127043.7,,,,133127043.7,,
,,,56087806.26,,,,56087806.26,,,,,,,,,,,,,
143563370.5,,,,143563370.5,,,,,,,,,,,,,,143563370.5,,
,,,,,,152832833.3,,,,,,,,152832833.3,,152832833.3,,152832833.3,,
178657882.5,178657882.5,178657882.5,178657882.5,,,,178657882.5,,,,,,,,,,,,,
124372928.2,,,124372928.2,124372928.2,,,,,,,,,,,,,,124372928.2,,
,,,40642387.74,,,,,,,,,,,,40642387.74,,,,,
105763454.1,105763454.1,,,,,105763454.1,,,,,,,,,,,,105763454.1,,
,,,29905665.07,,,29905665.07,,,,,,,29905665.07,,,,,,,
,,,,,,,,29688892.19,,,29688892.19,,,29688892.19,,,,29688892.19,,
,,,96886949.78,,,,,,,,,,,,,,,,,
,,66424849.04,,,,66424849.04,66424849.04,66424849.04,,,,,66424849.04,,66424849.04,,,,,
,,,,,,,,,,,21777523.67,,,21777523.67,,,,21777523.67,,
,,,,,,,,,,,26938906.75,,,26938906.75,,,,26938906.75,,
,,,,,,79023142.75,,,,,,,,,79023142.75,,,,,
,,,,,,81785609.82,,,,,,,,,,,,81785609.82,,
,,,,,,,,,,,22835717.89,,,,,,,22835717.89,,
,,,,,,,,,,,27842771.16,,,,,,,27842771.16,,
37367924.17,37367924.17,,,,,37367924.17,,,,,,,,37367924.17,,,,,,
,,,22448047.11,,,22448047.11,,,,,,,,,,,,,,
,,,,,,39983426.79,,,,,,,,,,,,,,
78976815.31,,,78976815.31,78976815.31,,,,,,,,,,,,,,78976815.31,,
,,,54665174.49,,,,,,,,,,,,54665174.49,,,,,
48101642.59,,,,48101642.59,,48101642.59,,,,,,,,48101642.59,,,,48101642.59,,
,,,,,,52625746.77,,,,52625746.77,,,,,,,,,52625746.77,
,,85343598.89,,,,,85343598.89,85343598.89,,,,,,,,,,,,
,37880816.5,,37880816.5,,,,,,,,,,,,,,,,,
,,,,39703358.39,,39703358.39,,,,,,,,,,,,39703358.39,,
,,,48580163.78,,,48580163.78,48580163.78,,,,,,,,48580163.78,,,,,
,,,,,,44858165.5,,,,,,,,,,,,44858165.5,,
,,,,39462550.75,,39462550.75,,,,,,,,,39462550.75,,,39462550.75,,
,,,,,,,,,,,,,,28868606.44,,28868606.44,,28868606.44,,
,,,44598058.02,,,44598058.02,,,,,,,,,,,,,,
,,,,,,38758592.87,,,,,,,,,38758592.87,,38758592.87,,,
29792008.03,,,,29792008.03,,29792008.03,,,,,,,,,,,,29792008.03,,29792008.03
,,,122013759.2,122013759.2,,122013759.2,,,,,,,,,,,,,,
,,,,,,,,,,,28733165.3,,,28733165.3,,,,,,
,,,94895588.17,,,,94895588.17,,,,,,,,,,,,,
,,,,27649164.92,,27649164.92,,,,,,27649164.92,,,,,,,,
,,,50555661.81,,,50555661.81,,,,,,,,,50555661.81,,,,,
,59522756.81,59522756.81,59522756.81,,,,59522756.81,,,,,,,,,59522756.81,,,,
,,,18194544.14,,,18194544.14,,,,,,,,,18194544.14,,,,,
,,,32930699.8,32930699.8,,,,,,,,,,,,,,,,
,,,26301162.5,,,,,,,,,,,,,,,,,
,,,,,,47178747.89,,,,,,,,,,,,,,
,,,,,,35456750.96,,,,,,,,,,,,,,
51692274.85,,,51692274.85,,,,,,,,,,,,,,,,,
,,,,,,43589324.63,,43589324.63,,,,,,,43589324.63,,,,,
29657930.7,,,,29657930.7,,,,,,,,,,,,,,29657930.7,,
104625740,104625740,,,,,,,,,,,,,,,104625740,,104625740,,
,,,,,,,,,,,19188233.77,,,19188233.77,,19188233.77,,19188233.77,,
,,,,,,43939435.07,,43939435.07,,,,,,,43939435.07,43939435.07,,,,
88053074.06,,,,,,88053074.06,,,,,,,,,,,,,88053074.06,
,,,,,,,,,,,28462321.27,,,28462321.27,,,,28462321.27,,
,,,,,28775496.15,28775496.15,,,,,,,,,,,,,,
,,,,42912051.6,,42912051.6,,,,,,,,,,,,,,
27705995.62,,,27705995.62,,,,,,,,,,,27705995.62,,,,,,
,28135014.86,,,,,,,,,,28135014.86,,,,,,,,,
,,,,,,32394122.98,,,,32394122.98,,,,,,,,,,
46555418.93,,,,46555418.93,,46555418.93,,,,,,,,,,,,46555418.93,,
,,,37728194.98,,,,37728194.98,,,,,37728194.98,,,37728194.98,,,,,
88546147.63,88546147.63,,88546147.63,,,88546147.63,,,,,,,,,,,,,88546147.63,
,,,,,,73971736.6,,,,,,,,,,,73971736.6,,,
,,,,,,,,,,,26745828.13,,,,,26745828.13,,26745828.13,,
,,,26762092.27,,,,,,,,,,,,26762092.27,,,,,
,,,40887760.38,,,,,,,,,,,,,,,,,
,,,,,,34852422.72,,,,,,,,,34852422.72,,,,,
,,,,,,,,,,,,,,,,72871007.51,,72871007.51,,
24089244.61,24089244.61,,,,,,,,,,,,,,,24089244.61,,24089244.61,,
,,50397437.66,50397437.66,,,,50397437.66,,,,,,,50397437.66,,50397437.66,,,,
,,,,,,,,,,,31368297.89,,,31368297.89,,,,,,
,,,78488697.75,,,78488697.75,,,,,,,,,78488697.75,,,,,
,52091798.19,52091798.19,52091798.19,,,,52091798.19,52091798.19,,,,,52091798.19,,,,,,,
33575307.31,,,,33575307.31,,,,,,,,,,,,,,33575307.31,,
,,,,51152672.26,,51152672.26,,,,,,,,51152672.26,,,,51152672.26,,
,,,,,,38637420.88,,,,,,,,,38637420.88,,,,,
,,,23203537.11,,,23203537.11,,,,,,,,,,,,,,
,,,,101708393.7,,101708393.7,,,,,,,,,,,,101708393.7,,
,,,66510508.62,,,,66510508.62,66510508.62,,,,,,,,,,,,
,,,,62693851.88,,62693851.88,,,,,,,,,,,,62693851.88,,
,,,,44355178.49,,44355178.49,,,,,,,,,,,,44355178.49,,
,,,140885486.6,,,,140885486.6,,,,,,,,,140885486.6,,,,
61799884.5,61799884.5,,,,,,,61799884.5,,,,,,,,,,,,
,,,,,30145012.12,,,,,,,30145012.12,,,,,,,,
42452931.13,,,42452931.13,42452931.13,,,,,,,,,,,42452931.13,,,42452931.13,,
,,,,63536216.53,,63536216.53,,,,,,,,63536216.53,,63536216.53,,63536216.53,,
,,,34305850.43,,,,,,,,,,,,34305850.43,,,,,
,,,,,,37968656.77,,,,37968656.77,,,,,,,,37968656.77,,
,,,45249284.45,,,,,,,,,45249284.45,,,45249284.45,,,,,
107519214.3,,,,,,,,,,,,,,,,107519214.3,,107519214.3,,
,82196658.54,,82196658.54,,,,82196658.54,82196658.54,,,,,,,82196658.54,,82196658.54,,,
,,,,,,28087388.5,28087388.5,,,,,,,,,,,,,
,,,,161629454.9,,,,,,,,,,,,,,161629454.9,,
,,,22367267.35,,,22367267.35,,,,,,,,,22367267.35,,,,,
91333064.46,,,,,,91333064.46,,,,,,,,91333064.46,,,,91333064.46,91333064.46,
,,,,37095907.82,,,,,,,37095907.82,,,,,,,37095907.82,,
,53923334.29,53923334.29,53923334.29,,,,53923334.29,53923334.29,,,,,,,,,,,,
53586816.87,,,53586816.87,,,,,,,,,,,,,,,,,
,,,,,,25580396.1,,,,,,,,,,,,,,
,,,,125652856.4,,125652856.4,,,,,,,,,,,,125652856.4,,
,,,,,,,,,,,29288684.57,,,29288684.57,,,,29288684.57,,
94141207.5,,,,94141207.5,,94141207.5,,,,,,,,,94141207.5,,,94141207.5,,
,,,28401801.86,,,,,,,,,,,,28401801.86,,,,,
,,,93248952.89,,,93248952.89,,,,,,,,,,,,93248952.89,,
,,,68012674.03,,,,,,,,,,,,,,,,,
165452883.4,,165452883.4,165452883.4,,,,165452883.4,,,,,,,,,165452883.4,,,,
,,,,,,32826864.26,,,,,,,,32826864.26,32826864.26,,,,,
201485552,201485552,,,,,,,,,,,,,,,,,201485552,,
,133396264.5,,,,,,,,,,,,,,,133396264.5,,133396264.5,,
87794327.61,,,,,,87794327.61,,,,,,,,,,,,87794327.61,,
,,,56031312.21,,,,,,,,,,,,,,,,,
,,,40914790.75,,,,,,,,40914790.75,,,,,,,40914790.75,,
,,,,,,46323216.42,,,,,,,,,46323216.42,46323216.42,,,,
,,,39335261.99,,,,,,,,,,,,39335261.99,,,,,
,245248652.8,,,,,,245248652.8,245248652.8,,,,,,,,,,,,
,99201999.04,,99201999.04,99201999.04,,,99201999.04,,,,,,,99201999.04,,,,,,
161362475.2,161362475.2,161362475.2,161362475.2,,,,161362475.2,161362475.2,,,,,,,,,,,,
124735486.6,,,124735486.6,,,,,,,,,,,,,,,,,
38399218.8,38399218.8,,38399218.8,,,,38399218.8,,,,,,,,,,,,,
80509720.47,80509720.47,,80509720.47,,,,80509720.47,,,,,,,,,80509720.47,,,,
,,,,,,,,,,,37849231.16,,,,,,,,,
40365816.31,,,40365816.31,40365816.31,,,,,,,,,,,,,,40365816.31,,
,,,41140176.25,,,41140176.25,41140176.25,,,,,,,,,,,,,
,,,45172058.63,,,45172058.63,,,,,,,,,45172058.63,,,45172058.63,,
,,,43431537.26,,,43431537.26,,,,,,,,,43431537.26,,,,,
,,28353190.47,28353190.47,,,,28353190.47,,,,,,,,,,,,,
,,,47584315.21,,,47584315.21,47584315.21,,,,,,,,47584315.21,,,,,
84784976.05,,,,84784976.05,,,,,,,,,,84784976.05,,,,84784976.05,,
83824381.53,,,,,,,,,,,,,,,,83824381.53,,83824381.53,,
,,,,,,,,,,,43615168.29,,,,,,,43615168.29,,
108878421.7,,,,,,,,,,,,,,,,,,,108878421.7,
106573454.4,106573454.4,,,,,,,,,,,,,,,,,106573454.4,,
,,,38386462.35,,,,,,,,,,,,38386462.35,,,,,
75965237.5,,,,75965237.5,,75965237.5,,,,,,,,75965237.5,,,,75965237.5,,
,,,26825722.51,,,26825722.51,,,,,,,,,,,,,,
132975708.7,,,132975708.7,132975708.7,,,,,,,,,,,,,,,,
,,,,,,36869562,,,,,,,,,36869562,,,,,
,,,88262807.91,,,88262807.91,88262807.91,,,,,,88262807.91,,,,,,,
,,,39173978.89,,,,,,,,,,,,,,,,,
,,,,37903685.28,,37903685.28,,,,,,,,,,,,,,
,,78221525.58,78221525.58,,,,78221525.58,78221525.58,,,,,,,,,,,,
,,,,,,55761249.34,,,,,,,,,,,,,,
,,,110628685.8,110628685.8,,,,,,,,,,,110628685.8,,,,,
,,,25939160.15,,25939160.15,,,,,,,,,,,,,,,
,,,,,,,,,,,35469110.37,,,35469110.37,,,,,,
,,,99183646.89,,,99183646.89,,,,,,,,,,,,,,
,,,,,,26053326.96,,,,,,,,,,,,,,
,,64325363.74,64325363.74,,,64325363.74,64325363.74,,,,,,64325363.74,,,,,,,
,126439249.7,,,,,126439249.7,,,,126439249.7,,,,,126439249.7,,,,126439249.7,
24272901.63,,,,,,24272901.63,,,,,,,,,,,24272901.63,,,
180106652.7,180106652.7,,,,,,,180106652.7,,,,,,,,,,180106652.7,,
,,,,,,,,,,,25795862.71,,,25795862.71,,,,,,
,,,,,,,,,,,35801589.74,,,,,35801589.74,,35801589.74,,
,,,107011270.3,,,107011270.3,,107011270.3,,,,,,,107011270.3,,,,,
,,,85856192.49,,,85856192.49,,,,,,85856192.49,,,85856192.49,,,,,
,,,30537638.85,,,,,,,,,,,,30537638.85,,,,,
,,,,,,63470588.05,,,,,,,,,63470588.05,,,,,
,,,25553126.9,,,25553126.9,,,,,,,,,25553126.9,,,,,
,,,,,,56245409.23,,,,,,,,,56245409.23,,,,,
,,,29974295.77,,,,,29974295.77,,,29974295.77,,,,,,,29974295.77,,
42991844.68,,,,42991844.68,,42991844.68,,,,,,,,,,,,42991844.68,,
,,,60337627.05,,,,,,,,,,,,60337627.05,,,,,
,111726684,111726684,111726684,,,,111726684,,,,,,,,,,,,,
,82114959.09,,82114959.09,,,,82114959.09,82114959.09,,,82114959.09,,,,,,,,,
,,,,,,,,26821641.79,,,26821641.79,,,,,,,26821641.79,,
83296953.62,,,,,,,,,,,83296953.62,,,,,,,,,
,,,,,,46314113.99,,,,,,,,,46314113.99,,,,,
,,,30875192.4,,,30875192.4,,,,,,,,,,,,,,
,,,,,,69117905.53,,,,,,,,,,,69117905.53,,,
,65997100.78,65997100.78,65997100.78,,,,65997100.78,,,,,,,,,,,,,
,,,,,,149198845.6,,,,149198845.6,,,,,,,,,149198845.6,
,,,,,,29638953,,,,,,,,,,,29638953,,,
27999702.51,,,,,,,,,,,,,,,,,,27999702.51,,
,,,37809693.48,,,,,,,,,,,,37809693.48,,,,,
,,,,,,34176234.49,,,,34176234.49,,,,,,,,,,
,,,,,,,,,,,55416713.72,,,,,55416713.72,,,,
,,,,,,112464275.9,,,,,,,,,112464275.9,,,,,112464275.9
,,,35537844.56,,,35537844.56,,,,,,,,,,,,,,
,,,,,,89870726.92,,,,,,,,,89870726.92,,,,,
,,,,,,53790082.46,,,,,,,,,,,53790082.46,,,
,28601281.91,,28601281.91,,,,,,,,,,,,,28601281.91,,,,
,,,,,,40331341.8,,,,,40331341.8,,,,,,,40331341.8,,
,,,,,,,,,,,26473897.72,,,,,26473897.72,,26473897.72,,
,,,29122273.65,,,,,,,,,,,,,,,,,
,,,,,,,,,,,47225022.43,,,,,,,47225022.43,,
,,,,,,41801180.27,,,,,,,,41801180.27,41801180.27,,,41801180.27,,
,46614208.63,,46614208.63,,,,,,,,,,,,,,,,,
,,,40655656.42,,,40655656.42,40655656.42,,,,,,,,,,,,,
189926795.9,189926795.9,,,,,,,,,,,,,,,,,189926795.9,,
,43767699.64,,,,,,43767699.64,,,,,,,,,,,,,
,,,,,,,,,,,23353120.99,,,,,,,23353120.99,,
,,,,,,28498704.22,,,,,,,,,,,,,,
,,,,28725749.05,28725749.05,28725749.05,,,,,,,,,,,,,,
,,,,,,,,,,,,,,36060520.36,,,,36060520.36,,
,,,,,,53679378.36,,,,,,53679378.36,,,,,,,,
,38914746.93,,,,,38914746.93,,,,,,,,,,,,,,
,,,62024177.67,,,,,,,,,,,,,,,,,
,,,,124077672.5,,124077672.5,,,,,,,,,,,,,,
63500192.92,63500192.92,63500192.92,63500192.92,,,,63500192.92,63500192.92,,,,,,,,63500192.92,,,,
,193137103.1,,,,,193137103.1,,,,,,,,,,193137103.1,,,,
141470236,141470236,,,,,,,,,,,,,,,,,141470236,,
,,,33936648.12,,,33936648.12,,,,,,,,,,,,,,
,,,,,,,,,,,28908970.92,,,28908970.92,,,,,,
,,,25390896.28,25390896.28,,,,,,,,,,25390896.28,,,,,,
,,,,,,68947515.49,,,,,,,,,,,,,,
81620232.2,,,,81620232.2,,,,,,,,,,,,81620232.2,,81620232.2,,
,,,,,,31419303.56,,,,,,,,,,,,,,
114223971.2,,,,,,,,,,,,,,114223971.2,,,,114223971.2,,
,,,,,,,,,,,59669487.89,,,59669487.89,,,,,,
,,,,,,,,,,,46464237.93,,,,,,,,,
,,,,,,31066215.18,,,,,,31066215.18,,,,,,,,
,,,45361007.29,45361007.29,,,,,,,,,,,,,,,,
,,,44715370.7,,,,,,,,,,,,44715370.7,,,,,
,61799884.5,,,,,61799884.5,,,,61799884.5,,,,,,,,,,
62233099.95,,,62233099.95,62233099.95,,,,,,,,,,,,,,62233099.95,,
,,,36012859.11,,,,,,,,,,,,,,,,,
,,,,,,,,,,,35846401.72,,,,,,,35846401.72,,
,,,,33163515.48,,33163515.48,,,,,,,,,,,,33163515.48,,
,,,37957468.65,,,37957468.65,,,,,,,,,37957468.65,,,,,
,,,72160298.02,,,,,72160298.02,,,,,,,72160298.02,,,,,
,,,,,,,,,,,,,,59141906.75,,59141906.75,,59141906.75,,
,,,,,,59733698.83,,,,,,,,59733698.83,59733698.83,,,,59733698.83,
216611702.3,216611702.3,,,,,,,,,,,,,,,,,216611702.3,,
,,,40145483.76,,,,,,,,,,,,,,,,,
,,,111400803.2,,,,,,,,,,,,111400803.2,,,,,
,,,52071519.59,52071519.59,,52071519.59,,,,,,,,,,,,,,
,,,43494502.27,,,43494502.27,,,,,,,,,43494502.27,,,,,
,,,,,,55305968.84,,,,,,,,,,,,,,
,,,58570764.86,,,58570764.86,,,,,,,,,58570764.86,,,,,
95975670.37,,,,,,95975670.37,,,,,,,,,,,,95975670.37,,
,,,35570549.95,,,35570549.95,,,,,,35570549.95,,,35570549.95,,,,,
,,,34431585.73,,,34431585.73,,,,,,34431585.73,,,34431585.73,,,,,
58941675.89,,,,,,,,,,,,,,,,,,58941675.89,,
114863696.7,114863696.7,,,,,,,,,,,,,,,,,114863696.7,,
,,,,46164986.67,,46164986.67,,,,46164986.67,,,,,,,,,,
,,,59139245.27,,,59139245.27,,,,,,,,,59139245.27,,,,,
71082588.64,,,71082588.64,71082588.64,,71082588.64,,,,,,,,,,,,71082588.64,,
,200657482,200657482,200657482,,,,200657482,,,,,,,,,200657482,,,,
,,,,,,,,,,,78783484.99,,,78783484.99,,,,78783484.99,,
73323101.26,73323101.26,,,,,73323101.26,,,,,,,,,73323101.26,,,73323101.26,,
,,87590221.41,87590221.41,,,,87590221.41,,,,,,,,,,,,,
,,,91212711.86,,,,,,,,,,,,91212711.86,,,,,
103366692.3,,,,,,,,,,,103366692.3,,,,,103366692.3,,103366692.3,,
,,,,,,,,,,,36272893.02,,,36272893.02,,,,36272893.02,,
,,,,,,33484036.7,,,,,33484036.7,,,,,,,33484036.7,,
,,,36997769.69,,,36997769.69,,,,,,36997769.69,,,36997769.69,,,,,
,,,34907697.45,,,,,,,,,,,,,,,,,
81122022.2,,,,,,81122022.2,,,,,,,,,,,,81122022.2,81122022.2,
,,,,,,,,,,,36530287.07,,,,,,,36530287.07,,
,,,54492790.3,,,,,,,,,,,,54492790.3,,,,,
,,,,,,63635298.71,,,,,63635298.71,,,63635298.71,,,,63635298.71,,
109975230.9,109975230.9,,109975230.9,,,,109975230.9,109975230.9,,,,,,,,109975230.9,,,,
,,,,,,83505951.7,,,,83505951.7,,,,,83505951.7,,,,,
,,,,,,,,,,,37458038.26,,,37458038.26,,,,37458038.26,,
,,,42787266.52,,,,,42787266.52,,,,,,,,,,,,
,,,68163609.24,,,68163609.24,,,,,,,,,,,,,,
,,,56212693.05,,,56212693.05,,,,,,,,,56212693.05,,,,,
,,,,,,55235671.26,,,,,,,,,,,55235671.26,,,
224845437.6,224845437.6,224845437.6,224845437.6,,,,224845437.6,,,,,,,,,224845437.6,,,,
,,,,83148060.55,,83148060.55,,,,,,,,,,,,83148060.55,,
,,,47294427.17,,,47294427.17,47294427.17,47294427.17,,,,,47294427.17,,,,,,,
,,,,,,42723227.72,,,,,,,,,,,,42723227.72,,
,,,47699331.83,,,47699331.83,,,,,,,,,47699331.83,,,,,
,39982128.7,,,,,,39982128.7,,,,,,,,,39982128.7,,,,
,,,,,,125179774.3,,,,,,,,125179774.3,,125179774.3,,125179774.3,,
,,,,,,39368438.42,,,,,,,,,,,,,,
,,,,,,,,,,,49500476.69,,,49500476.69,,,,,,
53756114.75,,,,53756114.75,,,,,,,,,,,,,,,,
,,,,97066225.99,,97066225.99,,,,,,,,97066225.99,,,,97066225.99,,
,,,,,,,,,,,61420853.24,,,,,,,61420853.24,,
,,,,35801249.23,,35801249.23,,,,,,,,,,,,,,
,,,,,,38621959.54,,,,,,,,,,,,38621959.54,,
,,,49667636.77,,,49667636.77,49667636.77,49667636.77,,,,,,,,49667636.77,,,,
41647570.08,,,41647570.08,41647570.08,,,,,,,,,,,,,,41647570.08,,
,,,40977838.92,,,40977838.92,,,,,,,,,,,,,,
,,,,,,66587707.75,66587707.75,,,66587707.75,,,,,,,66587707.75,,,
,64274796.01,,64274796.01,64274796.01,,,,,,,,64274796.01,,,,,,,,
,,,58687130.4,,,,58687130.4,58687130.4,,,,,,,,,,,,
,,,,37141012.24,,37141012.24,,,,,,,,37141012.24,,,,37141012.24,,
,,,34366225,,,34366225,,,,,,,,,,,,,,
,,,,,,71888410.92,,71888410.92,,,,,,,71888410.92,71888410.92,,,,
,,,,,,81749656.64,,,,,,,,,,,81749656.64,,,
,,,,,,62970270.33,,,,,,,,,62970270.33,,,,,
,,,,,,,,43482163.52,,,43482163.52,,,,43482163.52,,,43482163.52,,
,,,36567135.73,,,36567135.73,,,,,,,,,36567135.73,,,,,
,,,,,,,,,,,42482166.21,,,42482166.21,,,,42482166.21,,
,,,,,,47417221.42,47417221.42,,,,,,,,,,47417221.42,,,
,32386876.31,,,,,,,,,,32386876.31,,,,,,,32386876.31,,
,,,,,,39319850.07,,,,,,,,,39319850.07,,,,,
,102829296.3,,102829296.3,,,,102829296.3,,,,,,,,,,,,,
62517824.89,62517824.89,,62517824.89,62517824.89,,,62517824.89,,,,,,,,62517824.89,,,62517824.89,,
,,,,57508695.67,,57508695.67,,,,,,,,57508695.67,,,,57508695.67,,
,,,,,,45632843.64,,,,,,,,,,,45632843.64,,,
,,141563103.8,141563103.8,,,,141563103.8,,,,,,,,,141563103.8,,,,
,,,,,,,,33341651.48,,,33341651.48,,,,,,,33341651.48,,
,,,36721497.08,,,36721497.08,,,,,,,,,36721497.08,,,,,
,,,,,,134179393.5,,,,,,,,134179393.5,,134179393.5,,134179393.5,,
49445100.58,,,,49445100.58,,49445100.58,,,,,,,,,,,,49445100.58,,
,,,51299276.06,,,,,,,,,,,,51299276.06,,,,,
,,,43706670.94,,,,,43706670.94,,,43706670.94,,,,,,,,,
,,,,,,,,,,,47668029.08,,,,,,,,,
,,,,,,,,,,,,,,68058183.72,,,,68058183.72,,
108241794.1,,,,,,108241794.1,,,,,,,,,,,,108241794.1,,
,,,54931818.06,,,54931818.06,54931818.06,54931818.06,,,,,,,,,,,,
,,,61950356.33,,,,61950356.33,61950356.33,,,,,,,61950356.33,,,,,
,,,103279831.2,,,,,,,,,,,,103279831.2,,,,,
,,,51911950.28,,,,51911950.28,,,,,,,,,,,,,
,60419300,,60419300,,,,,,,,,,,,,,,,,
,,,,,,,,,,,50940407.93,,,50940407.93,,,,,,
72949588.39,,,,72949588.39,,,,,,,,,,,,72949588.39,,72949588.39,,
55721544.14,55721544.14,,,,,55721544.14,,,,,,,,,,,,55721544.14,,
,,,54841777.23,,,54841777.23,,,,,,,,,,,,,,
,,,,,,48047770.78,,,,,,,,48047770.78,48047770.78,,,48047770.78,,
,,,,,,48047770.78,,,,,,,,48047770.78,48047770.78,,,48047770.78,,
,,,,,,90948138.35,,,,,,,,90948138.35,,,,90948138.35,,
157799507.8,157799507.8,,,,,,,,,,,,,,,,,157799507.8,,
,,,,,,,,53038717.43,,,53038717.43,,,,,,,,,
,,,69542994.9,,,,69542994.9,69542994.9,,,,,,,,,69542994.9,,,
,,,,,,,,31181889.5,,,31181889.5,,,,,,,,,
44809334.35,,,,,,44809334.35,,,,,,,,,,,,44809334.35,,
44809334.35,,,,,,44809334.35,,,,,,,,,,,,44809334.35,,
